"B19013_001E","enrollment","FourYrDrop_Campus","FourYrGrad_Campus","CollegeReady_Math_Campus","CollegeReady_Reading_Campus","Attendance_All","Year","CNTYNAME","NAME"
59492,550.75,0.01625,0.918,0.282,0.23425,0.91375,2019,"BURNET","Burnet County, Texas"
41594,453.666666666667,0.067,0.839,0.575,0.64,0.894,2010,"CALDWELL","Caldwell County, Texas"
43136,458,0.06,0.865666666666667,0.37,0.37,0.898666666666667,2011,"CALDWELL","Caldwell County, Texas"
43393,457.666666666667,0.0813333333333333,0.866666666666667,0.423333333333333,0.466666666666667,0.899333333333333,2012,"CALDWELL","Caldwell County, Texas"
44152,471.666666666667,0.0246666666666667,0.925666666666667,0.5,0.51,0.919,2013,"CALDWELL","Caldwell County, Texas"
47435,487,0.065,0.849,0.15,0.1,0.933333333333333,2014,"CALDWELL","Caldwell County, Texas"
47233,495.333333333333,0.087,0.842,0.160666666666667,0.125,0.919333333333333,2015,"CALDWELL","Caldwell County, Texas"
49533,647,0.035,0.861,0.238333333333333,0.155333333333333,0.907,2016,"CALDWELL","Caldwell County, Texas"
51346,665.666666666667,0.089,0.833666666666667,0.357,0.216666666666667,0.891,2017,"CALDWELL","Caldwell County, Texas"
52278,701.666666666667,0.0756666666666667,0.882,0.373,0.163333333333333,0.898333333333333,2018,"CALDWELL","Caldwell County, Texas"
54152,712,0.0386666666666667,0.841333333333333,0.356333333333333,0.15,0.901333333333333,2019,"CALDWELL","Caldwell County, Texas"
43258,596.5,0.0445,0.8865,0.335,0.33,0.882,2010,"CALHOUN","Calhoun County, Texas"
44433,581.5,0.016,0.8985,0.38,0.26,0.9135,2011,"CALHOUN","Calhoun County, Texas"
45122,578,0.014,0.9145,0.535,0.61,0.8765,2012,"CALHOUN","Calhoun County, Texas"
47027,600.5,0.0215,0.9345,0.605,0.515,0.8725,2013,"CALHOUN","Calhoun County, Texas"
47546,604.5,0.039,0.9015,0.27,0.235,0.891,2014,"CALHOUN","Calhoun County, Texas"
51078,607,0.0345,0.891,0.218,0.215,0.892,2015,"CALHOUN","Calhoun County, Texas"
54167,604.5,0.045,0.853,0.2115,0.153,0.8715,2016,"CALHOUN","Calhoun County, Texas"
58788,582,0.0595,0.8795,0.2345,0.159,0.889,2017,"CALHOUN","Calhoun County, Texas"
55469,573.5,0.0575,0.8795,0.275,0.253,0.861,2018,"CALHOUN","Calhoun County, Texas"
58776,547,0.0395,0.9385,0.2735,0.2955,0.8705,2019,"CALHOUN","Calhoun County, Texas"
44596,210,0.0183333333333333,0.919,0.58,0.666666666666667,0.961666666666667,2010,"CALLAHAN","Callahan County, Texas"
45933,201.666666666667,0.021,0.979,0.776666666666667,0.56,0.964333333333333,2011,"CALLAHAN","Callahan County, Texas"
46812,193.666666666667,0.0196666666666667,0.976666666666667,0.583333333333333,0.776666666666667,0.960333333333333,2012,"CALLAHAN","Callahan County, Texas"
44902,196.666666666667,0.018,0.924,0.793333333333333,0.783333333333333,0.961,2013,"CALLAHAN","Callahan County, Texas"
42102,202.666666666667,0.049,0.892666666666667,0.48,0.41,0.959,2014,"CALLAHAN","Callahan County, Texas"
40981,202.333333333333,0.0383333333333333,0.953,0.447,0.418,0.953333333333333,2015,"CALLAHAN","Callahan County, Texas"
40568,205.333333333333,0.05,0.929666666666667,0.343333333333333,0.523666666666667,0.956,2016,"CALLAHAN","Callahan County, Texas"
40945,199.333333333333,0.066,0.882666666666667,0.658333333333333,0.532666666666667,0.956666666666667,2017,"CALLAHAN","Callahan County, Texas"
44602,203,0.0176666666666667,0.93,0.570666666666667,0.47,0.955,2018,"CALLAHAN","Callahan County, Texas"
48651,202,0.0303333333333333,0.965666666666667,0.536666666666667,0.401,0.956333333333333,2019,"CALLAHAN","Callahan County, Texas"
31264,934,0.0572222222222222,0.841333333333333,0.636666666666667,0.56,0.833703703703704,2010,"CAMERON","Cameron County, Texas"
32156,904.714285714286,0.0372105263157895,0.824315789473684,0.694285714285714,0.568095238095238,0.806413793103448,2011,"CAMERON","Cameron County, Texas"
32558,920.142857142857,0.0301666666666667,0.880888888888889,0.590454545454545,0.685,0.939214285714286,2012,"CAMERON","Cameron County, Texas"
33179,860.827586206896,0.0573333333333333,0.83447619047619,0.59,0.639090909090909,0.800555555555556,2013,"CAMERON","Cameron County, Texas"
33390,844.466666666666,0.0386666666666667,0.905904761904762,0.313636363636364,0.249090909090909,0.83462962962963,2014,"CAMERON","Cameron County, Texas"
33266,856.9,0.027304347826087,0.881086956521739,0.432521739130435,0.371913043478261,0.865038461538462,2015,"CAMERON","Cameron County, Texas"
34578,861.689655172414,0.0311818181818182,0.929045454545455,0.591608695652174,0.500521739130435,0.826777777777778,2016,"CAMERON","Cameron County, Texas"
36095,840.133333333333,0.0282727272727273,0.935954545454545,0.640782608695652,0.552608695652174,0.771137931034483,2017,"CAMERON","Cameron County, Texas"
37132,919.448275862069,0.0321739130434783,0.888869565217391,0.61704347826087,0.52495652173913,0.76575,2018,"CAMERON","Cameron County, Texas"
38758,976.37037037037,0.02025,0.853458333333333,0.661409090909091,0.598045454545455,0.768107142857143,2019,"CAMERON","Cameron County, Texas"
36029,653,0.007,0.973,0.7,0.76,0.945,2010,"CAMP","Camp County, Texas"
36998,657,0.013,0.968,0.71,0.55,0.94,2011,"CAMP","Camp County, Texas"
36495,693,0.027,0.934,0.57,0.7,0.941,2012,"CAMP","Camp County, Texas"
37079,719,0,0.988,0.59,0.65,0.926,2013,"CAMP","Camp County, Texas"
38154,706,0,0.981,0.17,0.14,0.937,2014,"CAMP","Camp County, Texas"
37851,697,0,0.975,0.299,0.314,0.945,2015,"CAMP","Camp County, Texas"
40045,704,0,0.967,0.315,0.225,0.947,2016,"CAMP","Camp County, Texas"
41811,646,0,0.983,0.58,0.34,0.945,2017,"CAMP","Camp County, Texas"
42604,664,0,1,0.904,0.582,0.939,2018,"CAMP","Camp County, Texas"
48207,705,0,0.993,0.805,0.741,0.939,2019,"CAMP","Camp County, Texas"
56106,163.5,0.016,0.941,0.64,0.72,0.966,2010,"CARSON","Carson County, Texas"
60028,150,0,0.972,0.595,0.685,0.9605,2011,"CARSON","Carson County, Texas"
60813,151.5,0.009,0.966,0.735,0.665,0.9635,2012,"CARSON","Carson County, Texas"
65026,152,0.0665,0.8925,0.655,0.625,0.963,2013,"CARSON","Carson County, Texas"
63424,140.5,0,0.9835,0.275,0.32,0.96,2014,"CARSON","Carson County, Texas"
66023,146,0.0225,0.9775,0.368,0.4125,0.966,2015,"CARSON","Carson County, Texas"
64554,147,0,0.9805,0.4555,0.3605,0.9665,2016,"CARSON","Carson County, Texas"
67010,153,0,0.99,0.5665,0.5885,0.966,2017,"CARSON","Carson County, Texas"
70087,152.5,0,0.99,0.7375,0.613,0.9635,2018,"CARSON","Carson County, Texas"
74872,155.5,0,0.9665,0.661,0.532,0.9625,2019,"CARSON","Carson County, Texas"
36360,307.8,0.0142,0.9742,0.7,0.538,0.9508,2010,"CASS","Cass County, Texas"
35592,297.4,0.013,0.9644,0.722,0.622,0.9536,2011,"CASS","Cass County, Texas"
35932,303,0.0202,0.9608,0.63,0.712,0.9548,2012,"CASS","Cass County, Texas"
35598,303.8,0.0264,0.95,0.632,0.632,0.9548,2013,"CASS","Cass County, Texas"
36342,305.4,0.011,0.9682,0.378,0.31,0.9556,2014,"CASS","Cass County, Texas"
37352,301,0.0266,0.947,0.4296,0.4004,0.9502,2015,"CASS","Cass County, Texas"
39366,300.4,0.0172,0.9574,0.3506,0.2492,0.9554,2016,"CASS","Cass County, Texas"
41432,298.2,0.0238,0.9654,0.3288,0.2516,0.9556,2017,"CASS","Cass County, Texas"
45345,294.6,0.017,0.9758,0.529,0.3054,0.951,2018,"CASS","Cass County, Texas"
44848,296,0.0186,0.9568,0.4492,0.327,0.9538,2019,"CASS","Cass County, Texas"
35087,296,0.018,0.947,0.64,0.6,0.956,2010,"CASTRO","Castro County, Texas"
36893,304,0,0.986,0.72,0.5,0.953,2011,"CASTRO","Castro County, Texas"
35301,303,0,0.955,0.51,0.73,0.958,2012,"CASTRO","Castro County, Texas"
36402,320,0.016,0.969,0.6,0.58,0.944,2013,"CASTRO","Castro County, Texas"
40470,321,0.121,0.848,0.25,0.27,0.949,2014,"CASTRO","Castro County, Texas"
39459,308,0.024,0.976,0.246,0.193,0.951,2015,"CASTRO","Castro County, Texas"
42733,314,0,1,0.338,0.351,0.95,2016,"CASTRO","Castro County, Texas"
44643,317,0.026,0.961,0.478,0.612,0.955,2017,"CASTRO","Castro County, Texas"
45000,337,0,1,0.446,0.473,0.954,2018,"CASTRO","Castro County, Texas"
50142,346,0.013,0.987,0.448,0.507,0.957,2019,"CASTRO","Castro County, Texas"
66764,391.6,0.00333333333333333,0.970666666666667,0.783333333333333,0.706666666666667,0.92,2010,"CHAMBERS","Chambers County, Texas"
72850,401,0.00233333333333333,0.986333333333333,0.776666666666667,0.53,0.9132,2011,"CHAMBERS","Chambers County, Texas"
75200,403.4,0.007,0.983,0.596666666666667,0.736666666666667,0.9382,2012,"CHAMBERS","Chambers County, Texas"
72489,415.4,0.001,0.98,0.726666666666667,0.733333333333333,0.946,2013,"CHAMBERS","Chambers County, Texas"
72239,441.4,0.001,0.984666666666667,0.516666666666667,0.44,0.95625,2014,"CHAMBERS","Chambers County, Texas"
70544,458.6,0.001,0.984666666666667,0.551333333333333,0.523666666666667,0.7554,2015,"CHAMBERS","Chambers County, Texas"
70396,460.6,0.00366666666666667,0.981333333333333,0.623,0.564666666666667,0.7544,2016,"CHAMBERS","Chambers County, Texas"
74368,475.2,0.00966666666666667,0.968,0.688333333333333,0.562,0.941,2017,"CHAMBERS","Chambers County, Texas"
76850,600.5,0.005,0.972333333333333,0.770666666666667,0.598333333333333,0.7574,2018,"CHAMBERS","Chambers County, Texas"
91141,638,0.00633333333333333,0.965,0.698,0.486,0.95725,2019,"CHAMBERS","Chambers County, Texas"
36966,480.75,0.053,0.93425,0.7225,0.655,0.94375,2010,"CHEROKEE","Cherokee County, Texas"
37758,497.5,0.035,0.93975,0.6875,0.6525,0.9525,2011,"CHEROKEE","Cherokee County, Texas"
37508,513.25,0.03325,0.906,0.695,0.6925,0.94975,2012,"CHEROKEE","Cherokee County, Texas"
38378,525.75,0.028,0.941,0.65,0.54,0.94925,2013,"CHEROKEE","Cherokee County, Texas"
38949,519,0.04025,0.94125,0.35,0.29,0.9505,2014,"CHEROKEE","Cherokee County, Texas"
39595,529,0.03825,0.94725,0.47325,0.4365,0.94825,2015,"CHEROKEE","Cherokee County, Texas"
40769,539.5,0.04325,0.9175,0.41925,0.37125,0.947,2016,"CHEROKEE","Cherokee County, Texas"
44294,546.25,0.06275,0.92475,0.34975,0.26525,0.95075,2017,"CHEROKEE","Cherokee County, Texas"
46044,534.75,0.0415,0.944,0.355,0.3015,0.9445,2018,"CHEROKEE","Cherokee County, Texas"
48186,533.5,0.03325,0.95825,0.57025,0.4555,0.94625,2019,"CHEROKEE","Cherokee County, Texas"
42004,286,0.024,0.963,0.68,0.61,0.944,2010,"CHILDRESS","Childress County, Texas"
47605,317,0.029,0.971,0.67,0.44,0.935,2011,"CHILDRESS","Childress County, Texas"
44455,306,0.093,0.893,0.49,0.63,0.935,2012,"CHILDRESS","Childress County, Texas"
47532,330,0.122,0.878,0.59,0.51,0.943,2013,"CHILDRESS","Childress County, Texas"
48682,306,0.099,0.902,0.33,0.31,0.942,2014,"CHILDRESS","Childress County, Texas"
36633,309,0.174,0.817,0.444,0.444,0.949,2015,"CHILDRESS","Childress County, Texas"
37125,336,0.071,0.901,0.333,0.333,0.958,2016,"CHILDRESS","Childress County, Texas"
40432,312,0.053,0.938,0.604,0.396,0.956,2017,"CHILDRESS","Childress County, Texas"
40794,326,0.07,0.897,0.474,0.282,0.956,2018,"CHILDRESS","Childress County, Texas"
43181,331,0.025,0.916,0.516,0.264,0.952,2019,"CHILDRESS","Childress County, Texas"
50881,213,0.0145,0.9665,0.77,0.7,0.9555,2010,"CLAY","Clay County, Texas"
52868,208.5,0.019,0.9625,0.805,0.81,0.9565,2011,"CLAY","Clay County, Texas"
54298,204.5,0.054,0.9155,0.8,0.79,0.962,2012,"CLAY","Clay County, Texas"
53776,205.5,0,0.993,0.59,0.675,0.962,2013,"CLAY","Clay County, Texas"
50025,220.5,0.028,0.9365,0.65,0.505,0.9615,2014,"CLAY","Clay County, Texas"
48297,211,0.0305,0.944,0.5515,0.453,0.961,2015,"CLAY","Clay County, Texas"
45341,209,0.0135,0.9865,0.5715,0.3565,0.959,2016,"CLAY","Clay County, Texas"
46863,209.5,0.019,0.9715,0.5105,0.3145,0.963,2017,"CLAY","Clay County, Texas"
51191,203.5,0.054,0.946,0.495,0.313,0.949,2018,"CLAY","Clay County, Texas"
55989,204,0.0545,0.9455,0.5495,0.2065,0.9495,2019,"CLAY","Clay County, Texas"
37446,41,0.1875,0.75,0.63,0.47,0.577666666666667,2010,"COCHRAN","Cochran County, Texas"
40513,36.6666666666667,-0.00666666666666667,0.326666666666667,0.15,0.29,0.547666666666667,2011,"COCHRAN","Cochran County, Texas"
40406,36.3333333333333,0.016,0.474,0.245,0.215,0.589333333333333,2012,"COCHRAN","Cochran County, Texas"
38650,42.3333333333333,0.0633333333333333,0.53,0.285,0.155,0.598333333333333,2013,"COCHRAN","Cochran County, Texas"
41071,37.6666666666667,-0.00666666666666667,0.314,0.23,0.09,0.577333333333333,2014,"COCHRAN","Cochran County, Texas"
39113,37,0.092,0.568,0.095,0.07,0.313666666666667,2015,"COCHRAN","Cochran County, Texas"
38625,38.6666666666667,0,1,0.0625,0,0.9255,2016,"COCHRAN","Cochran County, Texas"
37500,48.5,0,0.9545,0.1085,0.1085,0.909,2017,"COCHRAN","Cochran County, Texas"
42798,53.5,0.0555,0.889,0.4445,0.4445,0.862,2018,"COCHRAN","Cochran County, Texas"
40962,56.5,0.25,0.75,0.762,0.952,0.954,2019,"COCHRAN","Cochran County, Texas"
38702,1.25,-0.01,-0.01,-0.01,-0.01,-0.01,2010,"COKE","Coke County, Texas"
40000,1.5,NA,NA,NA,NA,-0.01,2011,"COKE","Coke County, Texas"
40844,1.33333333333333,NA,NA,NA,NA,-0.01,2012,"COKE","Coke County, Texas"
40795,4.33333333333333,NA,NA,-0.01,-0.01,-0.01,2013,"COKE","Coke County, Texas"
40822,2.66666666666667,-0.01,-0.01,NA,NA,-0.01,2014,"COKE","Coke County, Texas"
42467,3.33333333333333,NA,NA,NA,NA,-0.01,2015,"COKE","Coke County, Texas"
41756,2.75,-0.01,-0.01,-0.01,-0.01,0.4365,2016,"COKE","Coke County, Texas"
42500,2.5,NA,-0.01,-0.01,-0.01,-0.01,2017,"COKE","Coke County, Texas"
45551,2.33333333333333,NA,NA,-0.01,-0.01,-0.01,2018,"COKE","Coke County, Texas"
45000,3,NA,NA,-0.01,-0.01,-0.01,2019,"COKE","Coke County, Texas"
26951,227,0.048,0.952,0.81,0.57,0.963,2010,"COLEMAN","Coleman County, Texas"
27910,229,0.015,0.929,0.68,0.58,0.969,2011,"COLEMAN","Coleman County, Texas"
30690,232,0.022,0.957,0.56,0.68,0.972,2012,"COLEMAN","Coleman County, Texas"
31373,253,0.059,0.922,0.63,0.65,0.968,2013,"COLEMAN","Coleman County, Texas"
34692,244,0.017,0.966,0.32,0.29,0.964,2014,"COLEMAN","Coleman County, Texas"
35156,246,0.058,0.928,0.394,0.303,0.959,2015,"COLEMAN","Coleman County, Texas"
42049,238,0.107,0.875,0.436,0.273,0.956,2016,"COLEMAN","Coleman County, Texas"
40804,241,0.106,0.864,0.597,0.548,0.948,2017,"COLEMAN","Coleman County, Texas"
43981,253,0.045,0.924,0.373,0.333,0.953,2018,"COLEMAN","Coleman County, Texas"
46743,224,0.102,0.864,0.357,0.238,0.947,2019,"COLEMAN","Coleman County, Texas"
80504,1129.51851851852,0.0220526315789474,0.921736842105263,0.756521739130435,0.743478260869565,0.90436,2010,"COLLIN","Collin County, Texas"
82758,1247.88461538462,0.00955,0.89475,0.84,0.722727272727273,0.911615384615385,2011,"COLLIN","Collin County, Texas"
83238,1322.23076923077,0.0217,0.9469,0.731304347826087,0.804782608695652,0.906115384615385,2012,"COLLIN","Collin County, Texas"
82762,1361.03703703704,0.00775,0.9181,0.752608695652174,0.774090909090909,0.906384615384615,2013,"COLLIN","Collin County, Texas"
84233,1392.17857142857,0.00660869565217391,0.943565217391304,0.644090909090909,0.560454545454545,0.911,2014,"COLLIN","Collin County, Texas"
84735,1445.55172413793,0.0234347826086957,0.941391304347826,0.63784,0.56224,0.952269230769231,2015,"COLLIN","Collin County, Texas"
86188,1586.57142857143,0.0172608695652174,0.962391304347826,0.621115384615385,0.525153846153846,0.91537037037037,2016,"COLLIN","Collin County, Texas"
90124,1614.20689655172,0.0189565217391304,0.945391304347826,0.679925925925926,0.563481481481481,0.918793103448276,2017,"COLLIN","Collin County, Texas"
94192,1668.89655172414,0.01288,0.96896,0.706185185185185,0.591814814814815,0.914344827586207,2018,"COLLIN","Collin County, Texas"
96913,1744.31034482759,0.00757692307692308,0.973038461538462,0.713407407407407,0.608481481481482,0.917107142857143,2019,"COLLIN","Collin County, Texas"
39712,151,0.02,0.918,0.75,0.73,0.967,2010,"COLLINGSWORTH","Collingsworth County, Texas"
38750,155,0.026,0.974,0.6,0.5,0.97,2011,"COLLINGSWORTH","Collingsworth County, Texas"
41940,159,NA,NA,0.59,0.59,0.971,2012,"COLLINGSWORTH","Collingsworth County, Texas"
41576,160,NA,NA,0.65,0.57,0.97,2013,"COLLINGSWORTH","Collingsworth County, Texas"
42798,160,NA,NA,0.38,0.38,0.977,2014,"COLLINGSWORTH","Collingsworth County, Texas"
39743,155,NA,NA,0.368,0.421,0.973,2015,"COLLINGSWORTH","Collingsworth County, Texas"
40257,151,0,0.978,0.514,0.429,0.971,2016,"COLLINGSWORTH","Collingsworth County, Texas"
46348,152,0,1,0.606,0.636,0.969,2017,"COLLINGSWORTH","Collingsworth County, Texas"
42750,155,0.03,0.97,0.622,0.649,0.972,2018,"COLLINGSWORTH","Collingsworth County, Texas"
39120,144,0.024,0.927,0.7,0.625,0.966,2019,"COLLINGSWORTH","Collingsworth County, Texas"
41145,351,0.016,0.961,0.81,0.71,0.958,2010,"COLORADO","Colorado County, Texas"
43252,266,0.0103333333333333,0.974333333333333,0.51,0.5075,0.958666666666667,2011,"COLORADO","Colorado County, Texas"
43273,257.75,0.0256666666666667,0.945333333333333,0.685,0.675,0.901,2012,"COLORADO","Colorado County, Texas"
45146,252.75,0.019,0.958666666666667,0.6325,0.53,0.82,2013,"COLORADO","Colorado County, Texas"
45262,260,0.018,0.97,0.3075,0.2625,0.80425,2014,"COLORADO","Colorado County, Texas"
46618,219.8,0.04975,0.8785,0.458,0.326333333333333,0.85375,2015,"COLORADO","Colorado County, Texas"
45398,221.8,0.062,0.9225,0.3222,0.2654,0.6964,2016,"COLORADO","Colorado County, Texas"
50241,222.4,0.02025,0.92275,0.3705,0.29225,0.9046,2017,"COLORADO","Colorado County, Texas"
49504,224.4,0.0445,0.84525,0.35075,0.22825,0.88925,2018,"COLORADO","Colorado County, Texas"
52559,214.8,0.073,0.57,0.41725,0.37075,0.88525,2019,"COLORADO","Colorado County, Texas"
64752,1036.42857142857,0.044,0.8312,0.511666666666667,0.535,0.895666666666667,2010,"COMAL","Comal County, Texas"
65521,1068.42857142857,0.0174,0.8892,0.526666666666667,0.491666666666667,0.907857142857143,2011,"COMAL","Comal County, Texas"
63480,1010.42857142857,0.037,0.906666666666667,0.668333333333333,0.7,0.908285714285714,2012,"COMAL","Comal County, Texas"
65839,1050,0.0298333333333333,0.9155,0.73,0.69,0.919,2013,"COMAL","Comal County, Texas"
64987,1097.71428571429,0.0271666666666667,0.922333333333333,0.484285714285714,0.44,0.917857142857143,2014,"COMAL","Comal County, Texas"
65833,1144.71428571429,0.0301666666666667,0.912666666666667,0.633714285714286,0.595285714285714,0.929142857142857,2015,"COMAL","Comal County, Texas"
69666,1195.28571428571,0.0161428571428571,0.950285714285714,0.588428571428571,0.465285714285714,0.927285714285714,2016,"COMAL","Comal County, Texas"
73655,1233.57142857143,0.0208571428571429,0.948142857142857,0.593714285714286,0.476,0.929285714285714,2017,"COMAL","Comal County, Texas"
75356,1255.42857142857,0.017,0.958714285714286,0.638714285714286,0.498285714285714,0.924857142857143,2018,"COMAL","Comal County, Texas"
79936,1312.14285714286,0.0185714285714286,0.964285714285714,0.613714285714286,0.475571428571429,0.918857142857143,2019,"COMAL","Comal County, Texas"
35218,254.5,0.0205,0.949,0.76,0.585,0.9555,2010,"COMANCHE","Comanche County, Texas"
36326,247.5,0.034,0.96,0.885,0.675,0.954,2011,"COMANCHE","Comanche County, Texas"
36599,246,0.0365,0.92,0.69,0.86,0.957,2012,"COMANCHE","Comanche County, Texas"
36020,250.5,0,0.9935,0.725,0.785,0.953,2013,"COMANCHE","Comanche County, Texas"
35692,249.5,0,1,0.425,0.345,0.9595,2014,"COMANCHE","Comanche County, Texas"
37470,253.5,0.0375,0.9625,0.426,0.3945,0.9625,2015,"COMANCHE","Comanche County, Texas"
39054,255,0,0.9865,0.552,0.3055,0.957,2016,"COMANCHE","Comanche County, Texas"
42419,253,0,0.995,0.699,0.444,0.956,2017,"COMANCHE","Comanche County, Texas"
47893,261.5,0.011,0.9785,0.6125,0.3855,0.9595,2018,"COMANCHE","Comanche County, Texas"
53516,274,0,0.9805,0.5285,0.345,0.959,2019,"COMANCHE","Comanche County, Texas"
49063,2,NA,NA,NA,NA,-0.01,2010,"CONCHO","Concho County, Texas"
46528,2,NA,NA,NA,NA,-0.01,2011,"CONCHO","Concho County, Texas"
50278,1,NA,NA,NA,NA,-0.01,2012,"CONCHO","Concho County, Texas"
51411,1,NA,NA,NA,NA,-0.01,2013,"CONCHO","Concho County, Texas"
52844,2,NA,NA,NA,NA,-0.01,2014,"CONCHO","Concho County, Texas"
48368,2,NA,NA,NA,NA,-0.01,2015,"CONCHO","Concho County, Texas"
48516,1,NA,NA,NA,NA,-0.01,2016,"CONCHO","Concho County, Texas"
46696,1,NA,NA,-0.01,-0.01,-0.01,2017,"CONCHO","Concho County, Texas"
43355,1,NA,NA,NA,NA,-0.01,2018,"CONCHO","Concho County, Texas"
47500,2,NA,NA,NA,NA,-0.01,2019,"CONCHO","Concho County, Texas"
48899,299,0.022,0.952333333333333,0.52,0.4625,0.94125,2010,"COOKE","Cooke County, Texas"
50176,297.25,0.0243333333333333,0.961,0.535,0.4175,0.94075,2011,"COOKE","Cooke County, Texas"
49735,310.25,0.00433333333333333,0.961666666666667,0.593333333333333,0.71,0.951,2012,"COOKE","Cooke County, Texas"
